Filing Date,Docket Number,Regional Entity,Registered Entity,NCR ID (NERC Compliance Registry Identifier),Total Penalty ($) (The total penalty amount represents an aggregate amount for the filing; it does not represent an amount per violation.),NERC Violation ID,Reliability Standard,Req.,"Violation Risk Factor (Lower, Medium, High)","Risk Assessment (Minimal, Moderate, Serious)",Mitigation Completion Date,Notice of No Further Review Issued
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,No Penalty,WECC2016015862,CIP-006-6,"R1; P1.1, 1.2, 1.3, and 1.4",Medium,Moderate,43053,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,No Penalty,WECC2018020282,CIP-006-3c,R4,Medium,Minimal,42870,X
7/31/2019,NP19-15-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC2018020351,CIP-003-6,R3,Medium,Minimal,43347,X
7/31/2019,NP19-15-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC2018020346,CIP-003-6,R2,Lower,Minimal,43349,X
7/31/2019,NP19-15-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC2018020350,CIP-003-6,"R1.1; R1.2,",Medium,Minimal,43361,X
7/31/2019,NP19-15-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC2018020348,CIP-002-5.1a,R2.1; R2.2,Lower,Minimal,43347,X
7/31/2019,NP19-15-000,NPCC,Unidentified Registered Entity,NCRXXXXX,10000,NPCC2018020347,CIP-002-5.1a,"R1.1; R1.2,",High,Minimal,43347,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016929,CIP-010-2,R1.3,Medium,Moderate,43256,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016926,CIP-010-2,"R1; P1.1.1, P1.1.2, P1.1.4, P1.1.5",Medium,Moderate,43553,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016940,CIP-007-6 ,"R5; P5.5.1, P5.5.2",Medium,Moderate,43392,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016938,CIP-007-6 ,R4; P4.2.2,Medium,Moderate,43237,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016939,CIP-007-6 ,R3; P3.1,Medium,Minimal,43200,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016928,CIP-007-6,"R2; P2.1, 2.2, 2.3",Medium,Moderate,43453,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2017016941,CIP-005-5,R1; P1.5,Medium,Moderate,43243,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,74000,WECC2018019006,CIP-005-5,R1; P1.3,Medium,Minimal,43194,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,No Penalty,WECC2018020039,CIP-004-3a,R3,Medium,Moderate,43223,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC2017017885,CIP-005-5,R2; P3,Medium,Moderate,43504,X
7/31/2019,NP19-15-000,WECC,Unidentified Registered Entity,NCRXXXXX,"$80,00",WECC2017018174,CIP-006-3c,R1; R1.1,Medium,Minimal,43377,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020564,MOD-025-2,R2,Medium,Minimal,43563,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020563,MOD-025-2,R1,Medium,Minimal,43563,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020340,PRC-019-2,R2,Medium,Minimal,43563,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020341,FAC-008-3,R2,Medium,Minimal,43563,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020342,FAC-008-3,R1,Lower,Minimal,43563,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020343,EOP-004-2,R3,Medium,Minimal,43563,X
7/31/2019,NP19-15-000,NPCC,Greenidge Generation LLC ,NCR11753,10000,NPCC2018020344,EOP-004-2,R1,Lower,Minimal,43563,X
7/31/2019,NP19-15-000,SERC,"Tallahassee, City of",NCR00073,0,FRCC2018019629,FAC-003-4,R3; 3.1,Lower,Moderate,44713,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016015954,CIP-002-5.1,R1,High,Moderate,43574,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018136,CIP-004-6,R5,Medium,Moderate,42993,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018279,CIP-004-6,R5,Medium,Moderate,43000,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018774,CIP-005-5,R1,Medium,Minimal,43087,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016016548,CIP-005-5,R2,Medium,Serious,43329,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017017286,CIP-006-6,R1,Medium,Moderate,43277,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018440,CIP-006-6,R2,Medium,Moderate,43123,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018441,CIP-006-6,R2,Medium,Moderate,43573,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016016492,CIP-007-6,R1,Medium,Minimal,42754,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018467,CIP-007-6,R2,Medium,Moderate,43019,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017017236,CIP-007-6,R3,Medium,Moderate,43291,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017016832,CIP-007-3a,R5,Medium,Serious,43504,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018246,CIP-007-6,R5,Medium,Moderate,43293,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2018019200,CIP-007-6,R5,Medium,Moderate,43304,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017018548,CIP-007-6,R5,Medium,Minimal,43075,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016016339,CIP-007-6,R5,Medium,Minimal,42669,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016016321,CIP-010-2,R1,Medium,Serious,43217,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2018019106,CIP-010-2,R1,Medium,Moderate,43217,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016016379,CIP-011-2,R1,Medium,Minimal,43347,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2016016572,CIP-011-2,R1,Medium,Moderate,43347,X
6/27/2019,NP19-14-000,SERC,Unidentified Registered Entity,NCRXXXXX,775000,SERC2017017564,CIP-011-2,R1,Medium,Moderate,43347,X
6/27/2019,NP19-13-000,SERC,Big Rivers Electric Corporation,NCR01180,120000,SERC2018019861,FAC-003-4,R2,High,Serious,43325,X
6/27/2019,NP19-12-000,FRCC,"Homestead, City of",NCR00037,22000,FRCC2018020484,BAL-001-2,R2,Medium,Minimal,43517,X
6/27/2019,NP19-12-000,NPCC,"Consolidated Edison Co of NY, Inc",NCR07046,50000,NPCC2018019020,IRO-010-2,R3,Medium,Minimal,43159,X
6/27/2019,NP19-12-000,NPCC,"Consolidated Edison Co of NY, Inc",NCR07046,50000,NPCC2018019446,FAC-009-1,R1,Medium,Minimal,43460,X
6/27/2019,NP19-12-000,NPCC,"Consolidated Edison Co of NY, Inc",NCR07046,50000,NPCC2018020745,FAC-008-3,R6,Medium,Minimal,43419,X
6/27/2019,NP19-12-000,WECC,PUD No. 1 of Douglas County,NCR05343,0,WECC2017017976,PRC-005-6,R3,High,Minimal,42936,X
6/27/2019,NP19-12-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2018020059,CIP-002-5.1a,"R1; 1.1., 1.2., 1.3",High,Minimal,43448,X
6/27/2019,NP19-12-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2018020060,CIP-002-5.1a,"R2; 2.1., 2.2",Lower,Minimal,43448,X
6/27/2019,NP19-12-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2018020061,CIP-003-6,R3,Medium,Minimal,43448,X
6/27/2019,NP19-12-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2018020063,CIP-002-5.1a,"R1; 1.1., 1.2., 1.3",High,Minimal,43448,X
6/27/2019,NP19-12-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2018020064,CIP-002-5.1a,"R2; 2.1., 2.2",Lower,Minimal,43448,X
6/27/2019,NP19-12-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2018020062,CIP-003-6,R3,Medium,Minimal,43448,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2017018752,CIP-007-6,R5; P5.5,Medium,Minimal,43045,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2018019340,CIP-007-6,R2; P2,Medium,Minimal,43326,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,87000,WECC2017018489,CIP-003-2,R4,Medium,Moderate,43047,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,87000,WECC2017018732,CIP-007-6,R5,Medium,Moderate,43327,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,87000,WECC2017017229,CIP-011-2,R1,Medium,Moderate,42795,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,87000,WECC2018020044,CIP-011-2,R1,Medium,Moderate,43088,X
6/27/2019,NP19-12-000,WECC,Unidentified Registered Entity,NCRXXXXX,87000,WECC2018020045,CIP-011-2,R1,Medium,Moderate,43088,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-004-6,"R3, 3.4",Medium,Minimal,43159,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-004-6,"R4, 4.1",Medium,Minimal,43140,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-005-5,"R1, 1.3",Medium,Moderate,43361,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-006-3c,"R1, 6.1",Medium,Minimal,43084,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-006-6,R1. 1.3,Medium,Minimal,43018,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-3a,R2,Medium,Serious,43329,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-3a,R3,Lower,Serious,43329,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-6,R3,Medium,Serious,43329,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-3a,R5,Medium,Serious,43465,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-6,R4,Lower,Serious,43329,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-010-2,R2,Medium,Minimal,43159,X
5/30/2019,NP19-11-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-011-2,R1,Medium,Moderate,43215,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-004-6,"R3, 3.4",Medium,Minimal,43159,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-004-6,R4. 4.1,Medium,Minimal,43164,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-005-5,"R1, 1.3",Medium,Moderate,43361,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-006-6,"R1, 1.3",Medium,Minimal,43018,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-006-3c,"R1, R1.6.1",Medium,Minimal,43101,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-3a,R2,Medium,Serious,43329,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-3a,R3,Lower,Serious,43371,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-6,R3,Medium,Serious,43329,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-6,"R4, 4.1",Medium,Serious,43329,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-007-3a,"R5, 5.2, 5.3, 5.7",Lower,Serious,43465,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-010-2,R2,Medium,Minimal,43159,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-011-2,R1,Medium,Moderate,43215,X
5/30/2019,NP19-10-000,XXXX,Unidentified Registered Entity,NCRXXXXX,1000000,XXXXXXXXXX,CIP-005-3a,"R2, 2.1, 2.2",Medium,Serious,42352,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017834,CIP-004-6,"R4, 4.1",Medium,Moderate,43130,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017370,CIP-004-6,"R4, 4.2",Medium,Moderate,43130,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017454,CIP-004-6,"R5, 5.3",Medium,Minimal,43146,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017869,CIP-007-6,"R1, 1.1",Medium,Minimal,43189,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017375,CIP-007-6,"R2, 2.1, 2.2, 2.3",Medium,Serious,43294,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017833,CIP-007-6,"R4, 4.1",Medium,Moderate,43208,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017857,CIP-007-6,"R5, 5.7",Medium,Moderate,43146,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017376,CIP-010-2,"R1, 1.1",Medium,Moderate,43146,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017835,CIP-010-2,"R3, 3.3",Medium,Moderate,43115,X
4/30/2019,NP19-9-000,FRCC,Unidentified Registered Entity,NCRXXXXX,301000,FRCC2017017696,CIP-011-2,"R1, 1.1",Medium,Moderate,43146,X
4/30/2019,NP19-8-000,WECC,Gila Bend Operations Company,NCR11372,0,WECC2018019603,PRC-001-1,R1,High,Minimal,43418,X
4/30/2019,NP19-8-000,WECC,Idaho Power Company,NCR05191,0,WECC2017017203,PRC-005-1.1b,R2,High,Minimal,42845,X
4/30/2019,NP19-8-000,WECC,"Catalina Solar, LLC",NCR11484,32000,WECC2017017041,VAR-002-2b,R2,Medium,Minimal,43025,X
4/30/2019,NP19-7-000,WECC,Unidentified Registered Entity,NCRXXXXX,No Penalty,WECC2016016712,CIP-006-3c,R2,Medium,Serious,43054,X
3/28/2019,NP19-6-000,WECC,Unidentified Registered Entity,NCRXXXXX,No Penalty,WECC2016016686,CIP-002-5.1,R1; P1.2,High,Minimal,42866,X
3/28/2019,NP19-6-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2017017206,CIP-004-6,R5; P5.1,Medium,Moderate,43077,X
3/28/2019,NP19-6-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2017017208,CIP-010-2,"R1; P1.1, 1.2, 1.3, and 1.4",Medium,Moderate,43122,X
3/28/2019,NP19-6-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2017017204,CIP-004-6,"R4; P4.1, 4.2",Medium,Moderate,43082,X
3/28/2019,NP19-6-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2017016991,CIP-007-6,"R2; P2.1, 2.2, 2.3",Medium,Minimal,42949,X
3/28/2019,NP19-6-000,WECC,Unidentified Registered Entity,NCRXXXXX,0,WECC2017017207,CIP-007-6,R1; P1.1,Medium,Minimal,43108,X
3/28/2019,NP19-6-000,RF,Duquesne Light Company,NCR00762,40000,RFC2017018162,FAC-008-3,R6,Medium,Minimal,42947,X
3/28/2019,NP19-6-000,RF,Duquesne Light Company,NCR00762,40000,RFC2017018903,FAC-008-3,R6,Medium,Minimal,43190,X
2/28/2019,NP19-5-000,RF,FirstEnergy Utilities,NCR11315,75000,RFC2016015998,PRC-005-1b,R2,Lower,Moderate,"12/29/2017

",X
2/28/2019,NP19-5-000,RF,FirstEnergy Utilities,NCR11315,75000,RFC2017017902,PRC-005-6,R3,High,Moderate,43252,X
2/28/2019,NP19-5-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,SPP2017018137,CIP-008-3 ,R1,Lower,Minimal,43334,X
2/28/2019,NP19-5-000,FRCC,Unidentified Registered Entity,NCRXXXXX,0,FRCC2018019002,CIP-007-6,R2,Medium,Moderate,43190,X
2/28/2019,NP19-5-000,FRCC,Unidentified Registered Entity,NCRXXXXX,0,FRCC2018019016,CIP-007-6,R5,Medium,Moderate,43252,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-002-5.1,R1.2,High,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-002-5.1,R1.2,High,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-002-5.1,R1.2,High,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-002-5.1,R1.2,High,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-003-3,R4.2,Lower,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-003-3,R6,Lower,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-003-3,R6,Lower,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-003-3,R6,Lower,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-003-3,R6,Lower,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-3a,R2.1,Lower,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R2; P2.2,Lower,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R2; P2.3,Lower,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-3a,R3.2,Lower,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R3; P3.5,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R3; P3.5,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-3a,R4.2,Lower,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-3a,R4.2,Lower,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-3a,R4.2,Lower,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R4; P4.1,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R4; P4.1,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R4; P4.1,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R4; P4.1,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,"R4; P4.2, P4.3, P4.4",Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R5; P5.1,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R5; P5.1,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R5; P5.2,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R5; P5.2,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R5; P5.2,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,R5; P5.2,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-004-6,"R5; P5.2, P5.3, P5.4",Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-1,R1.4,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R1.4,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R1.4,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R1.5,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R1.5,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R1.5,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R1; P1.3,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R1; P1.3,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R1; P1.3,Medium,Serious,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R1; P1.5,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,"R2.1, R2.2, R2.4",Medium,Serious,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R2.2,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-3a,R2.5.3,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R2; P2.1,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R2; P2.1,Medium,Moderate,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,R2; P2.1,Medium,Minimal,Ongoing,X
1/25/2019,NP19-4-000,XXXX,Unidentified Registered Entity,NCRXXXXX,10000000,XXXXXXXXXX,CIP-005-5,"R2; P2.1, P2.2, P2.3",Medium,Moderate,Ongoing,X
